1,138577,138727,-
1,868822,868972,+
1,908245,908395,+
1,934466,934616,-
1,976917,977067,+
1,990222,990372,+
1,991431,991581,+
1,1178977,1179127,-
1,1181578,1181728,-
1,1198489,1198639,-
1,1424234,1424384,+
1,1642374,1642524,-
1,1647967,1648117,-
1,1709427,1709577,-
1,1889723,1889873,-
1,1956878,1957028,+
1,2025044,2025194,+
1,2071978,2072128,+
1,2100006,2100156,+
1,2132044,2132194,-
1,2299293,2299443,-
1,2327879,2328029,+
1,2358828,2358978,+
1,2522863,2523013,+
1,2522878,2523028,-
1,2583605,2583755,-
1,2584348,2584498,-
1,2597997,2598147,-
1,2622168,2622318,-
1,2686263,2686413,-
1,2705672,2705822,-
1,2939103,2939253,+
1,3070030,3070180,+
1,3077060,3077210,+
1,3104360,3104510,+
1,3139436,3139586,+
1,3165501,3165651,+
1,3221119,3221269,+
1,3248394,3248544,+
1,3347828,3347978,+
1,3522487,3522637,-
1,3563378,3563528,-
1,3565628,3565778,-
1,3612920,3613070,+
1,3620820,3620970,+
1,3635920,3636070,+
1,3698051,3698201,-
1,3700913,3701063,-
1,3740426,3740576,-
1,3790565,3790715,+
1,4726810,4726960,+
1,4776732,4776882,+
1,4789165,4789315,+
1,4846615,4846765,+
1,6007485,6007635,-
1,6421166,6421316,-
1,6645612,6645762,+
1,6658426,6658576,-
1,6674158,6674308,+
1,6674158,6674308,-
1,6702925,6703075,-
1,6985048,6985198,+
1,7033584,7033734,+
1,7047280,7047430,+
1,7240344,7240494,+
1,7343193,7343343,+
1,7383684,7383834,+
1,7446459,7446609,+
1,7446493,7446643,-
1,7457923,7458073,+
1,7489290,7489440,+
1,7495653,7495803,+
1,7552473,7552623,+
1,7602820,7602970,+
1,7666620,7666770,+
1,7869792,7869942,+
1,7886539,7886689,+
1,7886555,7886705,-
1,8459524,8459674,-
1,8463387,8463537,-
1,8589970,8590120,-
1,8675647,8675797,-
1,8784232,8784382,-
1,8793858,8794008,-
1,8827447,8827597,-
1,9665471,9665621,+
1,9814185,9814335,-
1,9952946,9953096,-
1,10066097,10066247,+
1,10376145,10376295,+
1,10430900,10431050,+
1,10473962,10474112,+
1,10475694,10475844,+
1,10736778,10736928,-
1,10738518,10738668,-
1,10754034,10754184,-
1,10803289,10803439,-
1,10838919,10839069,-
1,11014520,11014670,-
1,11076102,11076252,+
1,11106597,11106747,-
1,11117209,11117359,-
1,11168769,11168919,-
1,11234497,11234647,-
1,11240586,11240736,-
1,11272514,11272664,-
1,11275809,11275959,-
1,11277613,11277763,-
1,11314065,11314215,-
1,11321017,11321167,-
1,11796751,11796901,+
1,11840200,11840350,+
1,12010331,12010481,+
1,12059768,12059918,+
1,12194674,12194824,+
1,12303595,12303745,+
1,12564161,12564311,+
1,12671624,12671774,-
1,13010692,13010842,-
1,13360990,13361140,+
1,13447701,13447851,-
1,13644840,13644990,+
1,13646170,13646320,+
1,13815270,13815420,-
1,14039143,14039293,+
1,14130598,14130748,+
1,14941963,14942113,+
1,14951676,14951826,+
1,14959761,14959911,+
1,14964806,14964956,+
1,15074210,15074360,+
1,15074942,15075092,+
1,15084280,15084430,+
1,15438174,15438324,+
1,15797575,15797725,+
1,15820310,15820460,-
1,15832696,15832846,-
1,15841962,15842112,-
1,15925918,15926068,-
1,16025264,16025414,+
1,16029824,16029974,+
1,16072136,16072286,+
1,16072141,16072291,-
1,16103167,16103317,+
1,16193925,16194075,+
1,16265262,16265412,+
1,16282750,16282900,-
1,16391963,16392113,-
1,16613610,16613760,-
1,16890144,16890294,-
1,16894009,16894159,-
1,16899001,16899151,-
1,16900680,16900830,-
1,16938607,16938757,-
1,17076311,17076461,+
1,17084868,17085018,+
1,17089217,17089367,+
1,17199212,17199362,+
1,17250606,17250756,+
1,17316805,17316955,+
1,17316817,17316967,-
1,17351096,17351246,-
1,17353293,17353443,-
1,17420324,17420474,-
1,17436479,17436629,-
1,17556667,17556817,+
1,17595070,17595220,+
1,17599326,17599476,+
1,17685430,17685580,+
1,17943518,17943668,+
1,17998882,17999032,+
1,18106925,18107075,+
1,18135608,18135758,+
1,18142171,18142321,+
1,18525072,18525222,+
1,18631787,18631937,+
1,19206837,19206987,-
1,19206867,19207017,-
1,19464767,19464917,-
1,19613443,19613593,-
1,19721334,19721484,-
1,19776802,19776952,-
1,19949016,19949166,+
1,19972551,19972701,+
1,19976766,19976916,+
1,19978577,19978727,+
1,20042495,20042645,-
1,20248688,20248838,-
1,20393997,20394147,+
1,20644603,20644753,+
1,20644782,20644932,-
1,20674664,20674814,+
1,20808900,20809050,-
1,21020955,21021105,-
1,21040476,21040626,-
1,21041440,21041590,-
1,21159284,21159434,-
1,21176765,21176915,-
1,21305083,21305233,-
1,21322891,21323041,-
1,21374063,21374213,-
1,21445954,21446104,-
1,21582142,21582292,-
1,21596929,21597079,-
1,21614542,21614692,-
1,21843980,21844130,+
1,21959500,21959650,-
1,21986409,21986559,-
1,22025230,22025380,-
1,22041480,22041630,-
1,22403406,22403556,+
1,22408392,22408542,+
1,22778226,22778376,+
1,22806384,22806534,+
1,22904302,22904452,+
1,22911526,22911676,+
1,22920978,22921128,+
1,23086204,23086354,+
1,23179200,23179350,+
1,23482484,23482634,-
1,23635519,23635669,-
1,23781885,23782035,-
1,23843925,23844075,-
1,24138048,24138198,-
1,24182852,24183002,-
1,24374109,24374259,+
1,24425628,24425778,-
1,24635908,24636058,-
1,24909508,24909658,+
1,24960980,24961130,+
1,25106400,25106550,+
1,25557508,25557658,-
1,25568939,25569089,-
1,25680822,25680972,+
1,25763854,25764004,+
1,26076923,26077073,+
1,26128772,26128922,+
1,26215723,26215873,-
1,26318374,26318524,-
1,26505128,26505278,+
1,26643439,26643589,-
1,26669273,26669423,-
1,27068198,27068348,+
1,27158948,27159098,+
1,27176041,27176191,+
1,27237738,27237888,+
1,27336934,27337084,-
1,27445461,27445611,-
1,27584654,27584804,+
1,27680150,27680300,+
1,27706711,27706861,-
1,27757043,27757193,-
1,27762579,27762729,-
1,27955531,27955681,-
1,28106040,28106190,+
1,28497371,28497521,-
1,28608209,28608359,+
1,28720161,28720311,+
1,28753013,28753163,+
1,28770042,28770192,+
1,28776615,28776765,+
1,28918917,28919067,+
1,28918953,28919103,-
1,28936946,28937096,-
1,29183947,29184097,+
1,29290264,29290414,+
1,29331621,29331771,+
1,29340559,29340709,+
1,29545496,29545646,-
1,29568855,29569005,+
1,29593596,29593746,+
1,29606229,29606379,+
1,31369398,31369548,-
1,31374436,31374586,-
1,31460227,31460377,-
1,31772901,31773051,+
1,31776642,31776792,+
1,31893757,31893907,+
1,31904636,31904786,+
1,32153510,32153660,-
1,32166747,32166897,-
1,32228882,32229032,-
1,32272794,32272944,-
1,32375368,32375518,-
1,32545119,32545269,+
1,32640540,32640690,+
1,32662390,32662540,+
1,32746096,32746246,+
1,32775369,32775519,+
1,32800355,32800505,-
1,32832346,32832496,-
1,32837568,32837718,-
1,32841341,32841491,-
1,32843789,32843939,-
1,32852269,32852419,-
1,32944864,32945014,+
1,32955594,32955744,+
1,33043902,33044052,+
1,33048668,33048818,+
1,33233276,33233426,+
1,33284039,33284189,+
1,33426795,33426945,-
1,33452921,33453071,+
1,33473947,33474097,+
1,33473957,33474107,-
1,33528651,33528801,-
1,33572985,33573135,+
1,33633843,33633993,-
1,33819935,33820085,+
1,33819959,33820109,-
1,33943293,33943443,+
1,34054201,34054351,-
1,34104020,34104170,-
1,34104513,34104663,-
1,34291880,34292030,-
1,34317202,34317352,-
1,34356672,34356822,-
1,34392794,34392944,-
1,34439279,34439429,-
1,34662163,34662313,+
1,34673921,34674071,+
1,35216421,35216571,-
1,35220296,35220446,-
1,35294589,35294739,-
1,35366742,35366892,-
1,35386879,35387029,-
1,35492389,35492539,-
1,35783938,35784088,+
1,35820136,35820286,+
1,35831344,35831494,+
1,35831362,35831512,-
1,35865481,35865631,+
1,35959871,35960021,-
1,35986846,35986996,-
1,36039247,36039397,+
1,36039261,36039411,-
1,36477946,36478096,+
1,36477959,36478109,-
1,36634261,36634411,+
1,36776263,36776413,+
1,36895835,36895985,-
1,37265078,37265228,-
1,37272079,37272229,-
1,37272098,37272248,-
1,37322815,37322965,-
1,37424123,37424273,-
1,37455135,37455285,-
1,37496970,37497120,-
1,37965542,37965692,-
1,38198744,38198894,-
1,38212846,38212996,-
1,38375042,38375192,-
1,39497002,39497152,+
1,39746321,39746471,+
1,39790106,39790256,+
1,39848332,39848482,+
1,39928688,39928838,+
1,39933856,39934006,+
1,39976233,39976383,+
1,39992839,39992989,-
1,40034899,40035049,-
1,40034901,40035051,+
1,40126314,40126464,-
1,40136491,40136641,-
1,40780345,40780495,-
1,40999261,40999411,+
1,41101620,41101770,-
1,41462526,41462676,+
1,41587216,41587366,-
1,41984491,41984641,-
1,42033963,42034113,-
1,42064121,42064271,-
1,42085978,42086128,-
1,42086804,42086954,-
1,42092444,42092594,-
1,42097292,42097442,-
1,42189875,42190025,-
1,42291240,42291390,-
1,42375732,42375882,-
1,42410519,42410669,-
1,42620276,42620426,+
1,42681947,42682097,-
1,42952575,42952725,+
1,42973733,42973883,+
1,43213853,43214003,-
1,43314412,43314562,+
1,43817845,43817995,+
1,43991712,43991862,+
1,44063382,44063532,+
1,44129581,44129731,+
1,44148556,44148706,+
1,44225862,44226012,+
1,44345697,44345847,+
1,44350495,44350645,+
1,44393428,44393578,+
1,44425023,44425173,+
1,44428546,44428696,+
1,44476219,44476369,-
